Workshopname,Kategorie,Datum,Land,Location,Studio Name,URL_E,Art,Level,Beschreibung,Trainer,Uhrzeit
Pole Dance Newbies - 4 Wochen Kurs,Poledance,"Begann am Donnerstag, 7. März 2024",,20:00 - 21:15,Cheesy Heaven,https://www.eversports.de/e/workshop/GZK4IEa,Workshop,,"Willkommen in der Welt der Luftakrobatik. Dieser Kurs richtet sich an absolute Neuanfänger, die sich an der Pole ausprobieren möchten. In diesem 4-Wochen Kurs lernst du die Basics rund um Pole Dance. Dieser Kurs ist Vorraussetzung, um an einem Pole Dance Beginner Kurs teilnehmen zu können. Keine Sorge du musst für diesen Newbie Kurs aboslut keine Vorkenntnisse, besondere Kraft oder Flexibilität mitbringen. Probiere dich einfach mal aus & lasse dich von der Stange fazsnieren! Bringe gerne deine eingene Matte, ein Handtuch und etwas zu trinken mit. Wir haben zur Not, aber auch alles wichtige vor Ort! Beachte: - Für die Pole solltest du kurze Kleidung tragen. Vor allem deine Beine sollten unbedeckt sein. Außerdem empfehlen wir 24h vorher sich nicht zu duschen, zu rasieren oder einzucremen. Deine Kleidung sollte aber auch keine Reisverschlüsse, Knöpfe oder ähnliches dran haben, woran du dich verletzen könntest. Lasse außerdem bitte deinen Schmuck zu Hause oder in der Umkleide. Wir freuen uns auf deinen Besuch! :)",,"Papenstieg 2, 38442 Wolfsburg"
Aerial Hoop Newbies - 4 Wochen Kurs,Aerial Hoop,"Beginnt am Sonntag, 7. April 2024",,15:00 - 16:15,Cheesy Heaven,https://www.eversports.de/e/workshop/JPGCNnm,Workshop,,"Willkommen in der Welt der Luftakrobatik. Dieser Kurs richtet sich an absolute Neuanfänger, die sich am Ring ausprobieren möchten.In diesem 4-Wochen Kurs lernst du die Basics im und am Aerial Hoop.Dieser Kurs ist Vorraussetzung, um an einem Aerial Hoop Beginner Kurs teilnehmen zu können.Keine Sorge du musst für diesen Newbies Kurs aboslut keine Vorkenntnisse, besondere Kraft oder Flexibilität mitbringen.Probiere dich einfach mal aus lasse dich vom Hoop faszinieren!Bringe gerne deine eingene Matte, ein Handtuch und etwas zu trinken mit. Wir haben zur Not, aber auch alles wichtige vor Ort!Beachte:- Für den Hoop solltest du lange, enganliegende Kleidung tragen. Bauch, Beine und möglichst auch deine Arme sollten bedeckt sein.Die Kleidung sollte aber auch keine Reisverschlüsse, Knöpfe oder ähnliches dran haben, woran du dich verletzen könntest. Lasse außerdem bitte deinen Schmuck zu Hause oder in der Umkleide.Wir freuen uns auf deinen Besuch! :)",,"Papenstieg 2, 38442 Wolfsburg"
Aerial Silk Newbies - 4 Wochen Kurs,Aerial Silk,"Beginnt am Sonntag, 7. April 2024",,18:00 - 19:15,Cheesy Heaven,https://www.eversports.de/e/workshop/Uh-BQlV,Workshop,,"Willkommen in der Welt der Luftakrobatik. Dieser Kurs richtet sich an absolute Neuanfänger, die sich am Tuch ausprobieren möchten.In diesem 4-Wochen Kurs lernst du die Basics im und am Aerial Silk.Dieser Kurs ist Vorraussetzung, um an unserem Aerial Silk Kurs teilnehmen zu können.Keine Sorge du musst für diesen Newbie Kurs aboslut keine Vorkenntnisse, besondere Kraft oder Flexibilität mitbringen.Probiere dich einfach mal aus und lasse dich vom Silk faszinieren!Bringe gerne deine eingene Matte, ein Handtuch und etwas zu trinken mit. Wir haben zur Not, aber auch alles wichtige vor Ort!Beachte:- Für das Silk solltest du lange, enganliegende Kleidung tragen. Bauch, Beine und möglichst auch deine Arme sollten bedeckt sein.Die Kleidung sollte aber auch keine Reisverschlüsse, Knöpfe oder ähnliches dran haben, woran du dich oder das Tuch verletzen könntest. Lasse außerdem bitte deinen Schmuck zu Hause oder in der Umkleide.Wir freuen uns auf deinen Besuch! :)",,"Papenstieg 2, 38442 Wolfsburg"
Fit & Flexy Workshops mit Janina,Stretching,"Beginnt am Samstag, 25. Mai 2024",,Akrobatik Basics,Cheesy Heaven,https://www.eversports.de/e/workshop/xgXsW0V,Workshop,,"Fit & Flexy ist eine großartige und vielseitige Online Plattform für Stretching und Akrobatik. Janina besucht uns für diese 3 wundervolle Workshops! Strong Splits In 120 Minuten lernen wir die Spagat Basics- Front- und Mittelspagat. Wir lernen wie wir durch gezielten Kraftaufbau die Beweglichkeit verbessern können. Gewinne Kontrolle über deinen Körper und deine Bewegungen, die dir ein ganz neues Körpergefühl gibt. Bendy Back Der Fokus in diesem Workshop liegt auf dem aktivieren der verschiedenen Partien in Backbends. Wir machen Übungen für eine starke und stabile Schulteröffnung, aktivieren den oberen Rücken und arbeiten an der Hüftöffnung. Wir isolieren die Partien und bringen sie dann in einem starken und aktiven Backbend zusammen. Zum Abschluss trainieren wir Figuren, wie unter anderem die Brücke, Lunge Positionen und die Camel Pose. Dieser Kurs ist eher für Anfänger und Anfängerinnen geeignet. Akrobatik Basics In diesem Workshop bereiten wir erste akrobatische Shapes und Skills vor und erlernen die Balance und Kontrolle verschiedener Elemente. Unter Anderem trainieren wir erste Unterarmstände, Brücken Shapes und erste Handstand Shapes.",,"Papenstieg 2, 38442 Wolfsburg"
Pole Probetraining,Poledance,"Freitag, 15. März 2024",,"Rudolf-Diesel-Straße 12, 87700 Memmingen",Flexx Arts - Aerial Dance & Fitness,https://www.eversports.de/e/workshop/BOoVP_a,Workshop,,"... weil es soooo viel Spaß macht! Du willst den Sport an der Stange schon lange einmal ausprobieren? Dann komm zu unserer Probestunde! In 60 min Training machst du deine ersten Schritte um und deine ersten Tricks an der Stange und hast so die Gelegenheit einmal in den Sport reinzuschnuppern. Voraussetzung: keine Bitte mitbringen: Leggins, Söckchen, kleines Handtuch Bitte an diesem Tag nicht eincremen und allen Körperschmuck (Ohrringe, Ringe, Ketten) zum Training ablegen!",,19:15 - 20:15
Pole Probetraining,Poledance,"Freitag, 19. April 2024",,"Rudolf-Diesel-Straße 12, 87700 Memmingen",Flexx Arts - Aerial Dance & Fitness,https://www.eversports.de/e/workshop/M_fy619,Workshop,,"... weil es soooo viel Spaß macht! Du willst den Sport an der Stange schon lange einmal ausprobieren? Dann komm zu unserer Probestunde! In 60 min Training machst du deine ersten Schritte um und deine ersten Tricks an der Stange und hast so die Gelegenheit einmal in den Sport reinzuschnuppern. Voraussetzung: keine Bitte mitbringen: Leggins, Söckchen, kleines Handtuch Bitte an diesem Tag nicht eincremen und allen Körperschmuck (Ohrringe, Ringe, Ketten) zum Training ablegen!",,19:15 - 20:15
Sexy Floorwork Workshop,Floorwork,"Sonntag, 17. März 2024",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/9PbaXsNu8,Workshop,,"Mach den Boden zu deinem Freund und erlerne kreative Bodenkombinationen und Flows ohne Pole. Hier lernst du spezifische Floorworktechniken, die dir helfen nahtlose Übergänge von einem zum anderen Element zu meistern. Bereichere dein Tanzrepertoire durch Rolling Techniques, Low Flow Movements, Groung Spins & Turns, akrobatische Floorwork Tricks, Knee Slides und Crawls sowie Transitions zwischen den verschiedenen Ebenen. Lerne wie du Körperspannung und Balance gezielt nutzt, um schöne Übergänge zu schaffen und in den Floor - Flow kommst. Etwas sexy und sinnlich wird es auch, also bringt gerne eure High Heels mit - ist aber kein Muss. Open Level! Jeder - auch nicht Polerinas - ist Willkommen!",,20:00 - 21:30
Hip Hop Pole Choreo Workshop,Poledance,"Sonntag, 24. März 2024",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/2f93D4_,Workshop,,"In diesem Workshop werden Hip Hop Dance Moves und Pole Elemente kombiniert und zu einer Choreografie verbunden. Macht euch auf was gefasst - es wird musikalisch und verrückt, wobei der Spaß an einer neuen Choreo im Vordergrund steht! Lerne eine neue Choreografie mit coolen Pole Tricks, Hip Hop Tanzelementen & Technique. Dieser Workshop ist sowohl für Pole Anfänger als auch für Fortgeschrittene geeignet. Kleidung: saubere Sneakers/Socken, (lange) Hose Preis 35€ pro Person Meld dich an!",,20:00 - 21:30
High Heels Pole  - Beginner Workshop,Poledance,"Sonntag, 7. April 2024",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/PvCEvqtn_,Workshop,,"High Heels begeistern dich und du möchtest dich sexy, elegant auf Heels um die Stange bewegen? Dann ist das dein Workshop! Lerne High Heel Basics, Heel Technik, Tricks, Floorwork und eine schöne Choreografie an der Pole, die für jeden geeignet ist. Du brauchst hier keine Vorkenntnisse. Neugierde und Lust zu Tanzen reichen :-) Was du mitbringen solltest:   Preis 35€ Melde dich an!",,20:00 - 21:30
Aerial Yoga Workshop,Yoga,"Sonntag, 26. Mai 2024",,"10-12 Martinstraße Innenhof, 52062 Aachen",poda Studio,https://www.eversports.de/e/workshop/MkpHwj8,Workshop,,"Schon mal Yoga in der Luft probiert? Aerial Yoga bietet dir eine neue, schöne Möglichkeit klassische Yoga Asanas in der Luft auszuführen. Hier kannst du dein Gewicht ganz an das Tuch abgeben, dich fallen lassen und Positionen länger halten. Du lernst Grundlagen des Aerial Yoga und wie du dich sicher und geschmeidig im Tuch bewegen kannst. .  Neben Atemübungen, gehaltenen Positionen & Flows verbesserst du nicht nur deine Muskulatur, sondern auch dein Körperbewusstsein. In diesem Workshop liegt der Fokus auf dem Innen. Wie beim Hammock hängt das Tuch auch beim Aerial Yoga im U / Hängematte von der Decke. Kleidung: Dieser Workshop ist für alle - mit und ohne Vorkenntnisse geeignet.  Fang an zu schweben und melde dich an!",,20:00 - 21:30
Oldschool Ways mit Mareen Leykauf,Poledance,"Samstag, 4. Mai 2024",,Oldschool Ways,Polemotions Tübingen,https://www.eversports.de/e/workshop/vXi2jGj,Workshop,,"OLDSCHOOL WAYS Der Oldschool-Stil lebt von fließenden, sinnlichen Bewegungen und einer verführerischen Ausstrahlung. Wir spielen mit Bodywaves, Pirouetten, Floorwork und Hairflicks, wobei wir im unteren Bereich der Pole bleiben. Es kann zwischen einzelnen Moves & Kombos oder einer Choreo gewählt werden. VORAUSSETZUNGEN: Das Level ist variierbar EQUIPMENT: High Heels helfen dir bei vielen Bewegungen, sind aber kein Muss. Als Alternative: Socken Knieschoner ÜBER MAREEN POLE DANCE - SENSUAL MOVEMENT - SEXOLOGIE Mareen ist professionelle Pole Tänzerin und Sexologin (M.A.). Zehn Jahre war sie Inhaberin des Pole und Aerial Dance Studios Souldance in Nürnberg. Neben dem Unterrichten stand sie oft selbst auf der Bühne, sowohl bei Competitions wie Dance Filthy UK & Finals, Pole Theatre UK als auch bei Veranstaltungen wie der Obsession Bizarr und EXTRAVAGANXA. Ihr Herz schlägt für den Oldschool Stripperstyle. In ihren Workshops geht es Mareen um mehr als nur das Vermitteln von Tricks und Choreographien. Vielmehr sieht sie ihre Berufung darin, Frauen auf ihrer Reise zu mehr Verbindung und Liebe zum eigenen Körper zu unterstützen. Liebevoll und mit viel Feingefühl begleitet sie die Teilnehmer:innen dabei, mit ihrer eigenen Sinnlichkeit in Kontakt zu treten. Ihr 2023 erfolgreich abgeschlossener Master in Sexologie ergänzt ihre langjährige Erfahrung im Unterrichten, weshalb nun auch Workshops zu sexologischen Themen bei ihr besucht werden können. @mareenleykauf",,15:00 - 16:30
Stripper-Style Floorwork mit Mareen Leykauf,Poledance,"Samstag, 4. Mai 2024",,Stripper-Style Floorwork,Polemotions Tübingen,https://www.eversports.de/e/workshop/woXQI80,Workshop,,"STRIPPER-STYLE FLOORWORK Twerking, Hair Flicks, Heel Clacks & Floppy Ankels – in diesem Workshop lernst du Bewegungen, wie man sie in den Stripclubs zu sehen bekommt. Am Ende hast du die Möglichkeit, in einem Freestyle mit den Elementen zu spielen und deinen ganz eigenen Stripperstyle zu finden... VORAUSSETZUNGEN: All Levels welcome  EQUIPMENT: Bring deine höchsten Heels, Knieschoner und dein knappstes Höschen mit ;) ÜBER MAREEN POLE DANCE - SENSUAL MOVEMENT - SEXOLOGIE Mareen ist professionelle Pole Tänzerin und Sexologin (M.A.). Zehn Jahre war sie Inhaberin des Pole und Aerial Dance Studios Souldance in Nürnberg. Neben dem Unterrichten stand sie oft selbst auf der Bühne, sowohl bei Competitions wie Dance Filthy UK & Finals, Pole Theatre UK als auch bei Veranstaltungen wie der Obsession Bizarr und EXTRAVAGANXA. Ihr Herz schlägt für den Oldschool Stripperstyle. In ihren Workshops geht es Mareen um mehr als nur das Vermitteln von Tricks und Choreographien. Vielmehr sieht sie ihre Berufung darin, Frauen auf ihrer Reise zu mehr Verbindung und Liebe zum eigenen Körper zu unterstützen. Liebevoll und mit viel Feingefühl begleitet sie die Teilnehmer:innen dabei, mit ihrer eigenen Sinnlichkeit in Kontakt zu treten. Ihr 2023 erfolgreich abgeschlossener Master in Sexologie ergänzt ihre langjährige Erfahrung im Unterrichten, weshalb nun auch Workshops zu sexologischen Themen bei ihr besucht werden können. @mareenleykauf",,16:45 - 18:15
Diving Deep mit Mareen Leykauf,Poledance,"Samstag, 4. Mai 2024",,Diving Deep,Polemotions Tübingen,https://www.eversports.de/e/workshop/CFxNSNG,Workshop,,"DIVING DEEP EINE REISE IN DIE WELT VAGINALER LUST Die Vagina wird häufig als unempfindsames Körperteil dargestellt, dabei ist sie ein hochsensibles und aktives (Lust)-Organ. Inwiefern Frauen mit diesem Bereich ihres Körpers in Kontakt sind, kann eine wichtige Rolle in ihrer Sexualität spielen und beeinflussen, inwieweit sie diese genießen und sich nach sexueller Interaktion sehnen. Gibt es einen G-Punkt? Was hat es mit der weiblichen Ejakulation auf sich und können Frauen wirklich “vaginale Orgasmen” haben? In diesem Workshop teilt Mareen die Forschungsergebnisse ihrer Masterarbeit mit dir. Der Wissensinput nimmt dabei nur einen kleinen Teil unserer Zeit ein. Im Vordergrund stehen Körper- und Wahrnehmungsübungen, die dir dabei helfen, in Kontakt mit deiner Vagina zu kommen, ihr erotisches Potenzial kennenzulernen und sie als Teil deiner individuellen Sexualität zu begreifen. Der Austausch über unsere Erfahrungen, Wünsche und Sorgen wird im sicheren Rahmen eines reinen Frauen-Kreises ermöglicht und rundet den Workshop ab. Er bietet dir die Gelegenheit Fragen zu stellen, dich mit anderen Frauen zu verbinden, deinen Körper, dich selbst und deine Sexualität besser zu verstehen und - wenn gewünscht - Veränderungen anzustoßen. Dieser Workshop ist ein Angebot für cis-Frauen. Bei allen Übungen bleiben wir komplett angezogen. Du entscheidest selbst, ob und wieviel du von deinem Erleben teilen möchtest. Für Getränke und Snacks ist gesorgt. Komm gerne in bequemer Kleidung und nimm dir was du zum gemütlich sitzen brauchst (Decke, Sitzkissen, dicke Socken etc.) mit. ÜBER MAREEN POLE DANCE - SENSUAL MOVEMENT - SEXOLOGIE Mareen ist professionelle Pole Tänzerin und Sexologin (M.A.). Zehn Jahre war sie Inhaberin des Pole und Aerial Dance Studios Souldance in Nürnberg. Neben dem Unterrichten stand sie oft selbst auf der Bühne, sowohl bei Competitions wie Dance Filthy UK & Finals, Pole Theatre UK als auch bei Veranstaltungen wie der Obsession Bizarr und EXTRAVAGANXA. Ihr Herz schlägt für den Oldschool Stripperstyle. In ihren Workshops geht es Mareen um mehr als nur das Vermitteln von Tricks und Choreographien. Vielmehr sieht sie ihre Berufung darin, Frauen auf ihrer Reise zu mehr Verbindung und Liebe zum eigenen Körper zu unterstützen. Liebevoll und mit viel Feingefühl begleitet sie die Teilnehmer:innen dabei, mit ihrer eigenen Sinnlichkeit in Kontakt zu treten. Ihr 2023 erfolgreich abgeschlossener Master in Sexologie ergänzt ihre langjährige Erfahrung im Unterrichten, weshalb nun auch Workshops zu sexologischen Themen bei ihr besucht werden können. @mareenleykauf",,18:45 - 20:15
Spin It Up mit Masha Lu,Poledance,"Samstag, 29. Juni 2024",,Spin It Up,Polemotions Tübingen,https://www.eversports.de/e/workshop/DzB-CQn,Workshop,,"Mesmerising signature old school/flow style choreo by Masha for a spinning pole. Let the rotation fill the music and follow the vibe. Let´s fall in love with spinning pole exotic. Intense warm up, extra attention to details and comfortable tempo of dancing.  Outfit: heels, knee pads, shorts. Level: all levels Pole mode: Spinning",,14:00 - 15:30
Liquid Sensuality mit Masha Lu,Poledance,"Samstag, 29. Juni 2024",,Liquid Sensuality,Polemotions Tübingen,https://www.eversports.de/e/workshop/r5bkRb_,Workshop,,"Beautiful signature exotic flow choreo by Masha. You´ll learn how to make your exotic flow, how to dance smoothly and fluid. How to feel like a wave.  Comfortable tempo of dancing, detailed explanations, intense warmup. Outfit: heels, knee pads Level: Intermediate Pole mode: Static",,15:45 - 17:15
POLE NICK „Recent Favorite Tricks & Transitions“ (Beg.-Int. Level),Poledance,"Freitag, 10. Mai 2024",,"Ochsenweg 27-29, 24941 Flensburg",Seemannsbraut Poledance,https://www.eversports.de/e/workshop/ziaHmeW,Workshop,,"Nick zeigt dir seine Lieblingstricks und -Kombinationen und nicht zu vergessen, wie du natürlich aus deinem nächsten Video tanzt! Um bereits am Workshop Tag selbst einige Elemente zu meistern, solltest du den Basic Climb, Lady Sit und gerne auch den Invert vom Boden bereits beherrschen. Die Poles werden nicht doppelt belegt! Damit dein Platz sicher ist, MUSS der Workshop innerhalb von 7 Tagen nach der Buchung bezahlt werden.",,13:00 - 14:30
POLE NICK „Recent Favorite Tricks & Transitions“ (Int. – Adv. Level),Poledance,"Freitag, 10. Mai 2024",,"Ochsenweg 27-29, 24941 Flensburg",Seemannsbraut Poledance,https://www.eversports.de/e/workshop/zBoJPTa,Workshop,,"Nick zeigt dir seine Lieblingstricks und -Kombinationen und nicht zu vergessen, wie du natürlich aus deinem nächsten Video tanzt! Um bereits am Workshop Tag selbst einige Elemente zu meistern, solltest du den Outside & Inside Leghang sowie Butterfly bereits beherrschen. Die Poles werden nicht doppelt belegt! Damit dein Platz sicher ist, MUSS der Workshop innerhalb von 7 Tagen nach der Buchung bezahlt werden!",,14:45 - 16:15
WORKSHOP: Chair Dance,Aerial Dance,"Samstag, 16. März 2024",,"Solitudestraße 48, 71638 Ludwigsburg",Aerial Loft,https://www.eversports.de/e/workshop/onN7Doj,Workshop,,"​Was braucht man, um schön tanzen zu können? Graziöse, bezaubernde Körperbewegungen, ein gutes Rhythmusgefühl und, natürlich die Emotionen! Das Ganze lernen wir bei unserem Special Chair Dance Kurs mit Anastasiia. Statt an der Pole oder mit dem Hoop ist in diesem Training der Stuhl unser Tanzpartner. Du hast eine Mitgliedschaft bei uns? Bitte melde dich via Mail (info@aerial-loft.de oder WhatsApp +491733429658 an und du erhältst 10% auf die DropIn)",,14:30 - 16:00
